pt_causal_code,jdf_causal_code,causal_agreement,CAUSAL,pt_realistic_code,jdf_realistic_code,realistic_agreement,REALISTIC,blame_scaled,number,sentence
0,0,1,0,1,1,1,1,1,257,the blue car passed the red car
1,1,1,1,1,1,1,1,9,258,"Because if it weren't for the red car, the blue car wouldn't have hit the man."
1,1,1,1,1,1,1,1,6,259,"The red car caused the blue car to kill the man, and the blue car could not stop it, so it is the red car's driver's fault."
1,1,1,1,1,1,1,1,8,260,The red car is the one that caused the blue car to hit the man. He wouldn't have been hit by the blue car if the red car didn't start it.
1,1,1,1,1,1,1,1,9,261,The red car did not stop & hit the blue car. The blue car was pushed forward & then hit the man. 
1,1,1,1,1,1,1,1,9,262,The blue car was idle and it's intention was not to hit anyone.  An outside force came along and forced it into the man.  
1,1,1,1,1,1,1,1,7,263,"The Blue Car did not move until the Red Car hit it.  With my view, the blue car's motion was caused by the red car, not by itself."
1,1,1,1,1,1,1,1,9,264,The man and the blue car are bystanders. The red car is responsible for the whole incident.
1,1,1,1,1,1,1,1,9,265,the red car hit the blue car causing it to hit the man. Cause and effect.
1,1,1,1,1,1,1,1,9,266,The blue car wouldn't have hit the man if the red car didn't run into it.
0,0,1,0,1,1,1,1,4,267,"The blue car directly hit the man, so I think it bears the most responsibility"
0,0,1,0,1,1,1,1,1,268,"I remember thinking it was the blue car before the next slide, however, the cars are reversed now."
1,1,1,1,1,1,1,1,9,269,the red car impacted the blue car by smashing into it at a high rate of speed. The While the blue car is the proximate cause of the man being hit it was the actions of the red car that caused the chain reaction.
1,0,0,0,1,1,1,1,7,270,"The red started the chain reaction. Given a fast enough speed, it would be near impossible for the blue car to stop before hitting the man."
1,0,0,0,1,1,1,1,8,271,rear end collision driver did not stop
0,0,1,0,1,1,1,1,2,272,"I couldn't tell if the red car influenced what the blue car did other than change positions with the blue car, but I saw that the blue car hit the man."
1,1,1,1,1,1,1,1,6,273,The red car hit the blue car causing the blue car to be pushed forward hitting the man. 
1,1,1,1,1,1,1,1,8,274,The red car crashed into the blue car which caused the blue car to hit the man. The red car is to blame for the whole incident.
1,1,1,1,1,1,1,1,7,275,"The red car rear ended the blue car, this caused a chain reaction and caused the man to be hit by the blue car. So although the blue car has some blame, I believe the red car has the majority of the blame."
1,1,1,1,1,1,1,1,9,276,It looked like the red car bumped into the blue car causing it to hit the man
1,0,0,0,1,1,1,1,9,277,"If the red car had not hit the blue car, the blue car would be significantly less likely to hit the man."
1,1,1,1,1,1,1,1,7,278,"The blue car should be mostly to blame, because they should be paying attention that when the red car hits them, they can slam on their breaks and NOT hit the man standing in the road."
1,1,1,1,1,1,1,1,8,279,The red car hit the blue car and sent it sailing forward. The blue car then struck the man.
0,0,1,0,1,1,1,1,9,280,"I should have said the blame belongs solely to the blue car.  I based my answer off the picture to the left.  After thinking about it, I realize the blue car came around the red vehicle to hit the man"
1,1,1,1,1,1,1,1,6,281,The red car is at fault. The blue was the result of a chain reaction which was initially caused by the red car hitting the blue car.
1,1,1,1,1,1,1,1,8,282,"The red car hit the blue car, which in turn caused the blue car to hit the man. Making it the red car's fault."
1,0,0,0,1,1,1,1,7,283,"The blue car is pretty far away from the man. For him to hit the man, he would have to start driving, not just get bumped."
1,1,1,1,1,1,1,1,7,284,The red car must of been speeding to have caused the blue car to collide with the man. The overall fault should be with the red car. 
1,1,1,1,1,1,1,1,9,285,because the red car it the blue car
1,1,1,1,1,1,1,1,9,286,"The red car rear-ended the blue car, which indicates its driver was inattentive and/or following too closely behind the blue car. "
1,1,1,1,1,1,1,1,7,287,"My decision is based on the assumption that the blue car would not have hit the man if not for the action of the red car. Of course, this is based on an assumption... It isn't entirely clear in the situation whether or not the man was in any danger if we remove the red car from the equation."
1,1,1,1,1,1,1,1,7,288,It was the red car hitting the blue car that seemed to cause the blue car to hit the man. 
1,1,1,1,1,1,1,1,7,289,The red car hit the blue car hard enough that it drove the blue car into the man.
0,0,1,0,1,1,1,1,1,290,"The blue car drove directly into the man, the red car didn't even move. Also it looked like the blue car drove through the red car. Maybe the red car drove into the blue car and the blue car hit the man. But the animation was so smooth it didn't look like the there was a collision of two cars, it seemed like the car went and drove directly through the car into the man, like a ghost. "
0,0,1,0,1,1,1,1,1,291,The blue car was the only car that moved to hit the man.
0,0,1,0,1,1,1,1,1,292,The blue car passed and hit the pedestrian so he is to blame.
1,1,1,1,1,1,1,1,8,293,"The red car hit the blue car, which hit the man. The blue car did not cause the initial action. The blue car did nothing to cause the accident."
1,1,1,1,1,1,1,1,7,294,"The red car rearended the blue car, causing him to hit the man"
1,1,1,1,1,1,1,1,9,295,"The red car was not able to stop in time, so it hit the blue car and then the man."
1,1,1,1,1,1,1,1,7,296,The blue car was within a more than safe distance of the man. The red car rammed into the blue car at excessive speed causing it to hit the man. The blue car is not at fault.
1,0,0,0,1,1,1,1,8,297,The blue car was not moving. It was very clear that the only reason the man was hit in this case was because the red car pushed the blue car into the man.
0,0,1,0,1,1,1,1,1,298,Because the red car did nothing wrong
1,1,1,1,1,1,1,1,9,299,"The driver of the blue car would have had minimal time to try and avoid the man.  Without knowing you are going to be hit from behind, there is no way to prepare for such an incident."
1,1,1,1,1,1,1,1,9,300,The blue car was stationary and only moved into the man because it was hit by the red car.
1,1,1,1,1,1,1,1,9,301,had the red car not hit the blue car the pedestrian would not have been hit.
0,0,1,0,1,1,1,1,1,302,The red car didn't move at all.
1,0,0,0,1,1,1,1,7,303,"It appeared from what I saw the red car either went throught the blue car or pushed the blue car into the man, thus it was the red car that was the impetus of the mans injury."
1,1,1,1,1,1,1,1,9,304,the red car forced the blue car into the man
1,1,1,1,1,1,1,1,9,305,The red car hit the blue car which caused the blue car to hit the man.
1,1,1,1,1,1,1,1,9,306,red car hits blue car
1,1,1,1,1,1,1,1,5,307,The blue car would not have hit the man if not for the red car.
1,1,1,1,1,1,1,1,9,308,The red car caused the blue car to hit the man.
1,1,1,1,1,1,1,1,9,309,The red car it the blue car and made it roll into the man
1,1,1,1,1,1,1,1,9,310,Because the blue car driver was perfectly innocent and got rear ended by the negligence of the driver of the red car.
1,1,1,1,1,1,1,1,8,311,cause the red car forced the blue car to hit the man
1,1,1,1,1,1,1,1,9,312,"The red car is the one who caused the accident. Even though the blue car hit the man, the accident was not caused by that driver and was a consequence of the red car's actions."
1,1,1,1,1,1,1,1,7,313,the red car was the reason that the blue xar hit the man
1,1,1,1,1,1,1,1,8,314,The red car hit the blue car which hit the man. The blue car would not have hit the man if the red car had not hit the blue car first. More blame is on the red car.
1,1,1,1,1,1,1,1,9,315,because red car hits the blue car and because of hard push blue car hits the man.so i blame totally red car
1,1,1,1,1,1,1,1,6,316,If the red car had kept control of his vehicle he would not have hit the blue car which was pushed into the man
0,0,1,0,1,1,1,1,1,317,The blue car tore right past the red car and directly struck the man.
1,1,1,1,1,1,1,1,9,318,the red car hit a stopped car which hit the man
1,1,1,1,1,1,1,1,7,319,"I was in an accident where I was the blue car, and luckily it was a BMW in front of me, not a person. I applied the brakes and did everything I could to ensure I wouldn't hit someone in front of me, but the momentum of the person who hit me from behind was enough for me to hit the car in front of me. I think people drastically underestimate the amount of energy transferred during a collision like this. I blame the red car almost entirely."
0,0,1,0,1,1,1,1,1,320," The red car seemed to be just sitting there. Maybe they were blocking the blue car driver's view, but that isn't their fault."
1,1,1,1,1,1,1,1,9,321,because the red car hit the blue car and it directly go for the man who was standing in front
1,1,1,1,1,1,1,1,9,322,Because the blue car was stopped at a reasonable distance and the red car did not stop before hitting the blue car causing the blue car to hit the man.
1,1,1,1,1,1,1,1,4,323,The person in the blue car has to be able to react to unexpected situations and occurances including being hit from behind.They have to maintain control of their vehicle as much as possible to promote public safety. 
0,0,1,0,1,1,1,1,1,324,The blue car hit the man directly while the red car just sat there. I am not sure what that driver could have done to stop the blue car from hitting the man.
1,1,1,1,1,1,1,1,9,325,Because the red car hit the blue car making the blue car hit the man
1,1,1,1,1,1,1,1,9,326,"I felt the red car was to blame because they were responsible for hitting the blue car, which in turn hit the man."
1,1,1,1,1,1,1,1,9,327,"The blue car was parked. The red car hit the blue car, which gave it the momentum to hit the man."
1,1,1,1,1,1,1,1,9,328,I place the blame on the red car because the red car started the chain that ultimately hit the man who was standing still. 
0,0,1,0,1,1,1,1,1,329,The blue car drove forward and hit the guy.
0,0,1,0,1,1,1,1,1,330,"the blue car was speeding and did not see the man because of the red car.  The red car had slowed because of the man, the blue car just thought the red car was in the way without thinking why it had slowed/stopped"
1,1,1,1,1,1,1,1,9,331,"The red car hit the blue car, which caused the blue car to hit the man"
0,0,1,0,1,1,1,1,1,332,I saw the blue car pass the red car and hit the man.
1,1,1,1,1,1,1,1,9,333,The red car did not stop and hit the blue car which caused it to move forward and hit the man.
0,0,1,0,1,1,1,1,4,334,The red car drove slowly as did the blue but in the end it was still the blue that hit the man.
1,1,1,1,1,1,1,1,9,335,"The red car is at fault because it hit the back of the blue car, which then hit the man."
1,1,1,1,1,1,1,1,8,336,"Because if the red car didn't hit the blue car, the blue car wouldn't of hit the man."
1,1,1,1,1,1,1,1,9,337,The red car hit the blue car into the man.
1,1,1,1,1,1,1,1,9,338,the red car struck the blue car causing it to hit the man
1,1,1,1,1,1,1,1,7,339,"The blue car was still when the red car ran into it, forcing the blue car into the person."
0,0,1,0,1,1,1,1,2,340,I guess because the blue car hit the guy. The red car appeared to stop.
1,1,1,1,1,1,1,1,9,341,THE RED CAR HIT THE BLUE CAR THEN THE BLUE CAR HIT THE MAN
0,0,1,0,1,1,1,1,1,342,"The red car was stationary, and the blue one sped past it and hit the man."
1,1,1,1,1,1,1,1,8,343,The red car knocked the blue car into the man
0,0,1,0,1,1,1,1,1,344,The red car moved 1st but it was the blue car that actually hit the man
1,1,1,1,1,1,1,1,7,345,because I don't believe that the blue car would've hit the man had the red car not hit the blue car.
1,1,1,1,1,1,1,1,9,346,The blue car does not have enough time to react to the red car hitting them because the red car was behind him. The red car receives all the blame because they have the blue car in their sight.
0,0,1,0,1,1,1,1,1,347,It was hard to see what the red car did that could have had anything to do with hitting the man. I saw the blue car hit the man so I assigned blame that way.
0,0,1,0,1,1,1,1,1,348,the blue car hit the man.
0,0,1,0,1,1,1,1,1,349,The blue car started in the back and went through the red car and hit the man.
1,1,1,1,1,1,1,1,6,350,"The impact was caused by the red car, resulting in the man to be hit. Therefore, I assign more blame to the red car for initiating contact."
1,1,1,1,1,1,1,1,7,351,"The red car struck the blue car, causing it to move forward unexpectedly. Thus striking the pedestrian."
0,0,1,0,1,1,1,1,2,352,"The blue car struck the man, so I blamed that car. Everything that happened before that, happened so fast. I'm not sure if the red car struck the blue car or not."
1,1,1,1,1,1,1,1,9,353,the red car hit the blue car and made the blue car run over the man
0,0,1,0,1,1,1,1,7,354,
1,1,1,1,1,1,1,1,8,355,"The course was set in motion by the actions of the red car. The blue car was set to hit the man by the impact. However, the blue car could've used their brakes. a person would normally have problem doing this in a panicked state."
0,0,1,0,1,1,1,1,1,356,"I give the blame to the blue car because while watching the video, I saw the blue car move ahead of everything and knock the man over."
0,0,1,0,1,1,1,1,1,357,"The blue car chose to accelerate forward, passing the red car, thus striking the man."
1,1,1,1,1,1,1,1,9,358,red car hit the blue car causing it to hit the man 
0,0,1,0,1,1,1,1,1,359,Blue card just raced past the red car without making sure if the path was clear
0,0,1,0,1,1,1,1,3,360,The blue car had all the time it needed to react once the man was within its view.
1,1,1,1,1,1,1,1,9,361,the red car failed to stop and smashed into the blue car which knocked the man down. The Red car driver is ultimately responsible.
1,1,1,1,1,1,1,1,9,362,"Even though the blue car hit the man, if it wasn't from the impact of the red car the crash wouldn't have happened. "
0,0,1,0,1,1,1,1,7,363,"I saw it happen
"
1,1,1,1,1,1,1,1,9,364,the red car hit the stopped blue car making the blue car hit the man
1,1,1,1,1,1,1,1,9,365,the red car caused the blue car to hit the man. the blues car actions were out of his control.
0,0,1,0,1,1,1,1,1,366,"The blue car hit the man, while the red car didn't move at all."
1,1,1,1,1,1,1,1,7,367,"Because if the red car had not hit the blue car it would not have been pushed forward into the man. Even if the blue car was not sitting on his brake, he would not have anticipated being hit."
0,0,1,0,1,1,1,1,1,368,The red car passed the blue car. The blue car then passed the red car and hit the man. Thus the fault is all the blue car.
0,0,1,0,1,1,1,1,3,369,The Red car stopped short but the blue car continued to hit the man 
0,0,1,0,1,1,1,1,1,370,"While the blue car hit the man, the red car did not move at all."
1,1,1,1,1,1,1,1,9,371,I believe the force of the red vehicle smashing into the blue vehicle was the causative force of the man being hit. He wouldn't have been hit otherwise.
1,1,1,1,1,1,1,1,9,372,"The red car crashed right into the back of the blue car, which ended up running over the man. "
0,0,1,0,1,1,1,1,1,373,I believe the blue car passed the red car and hit the person but I also have color deficits in my vision.
0,0,1,0,1,1,1,1,1,374,Blue car appeared to zoom by the red and hit the person
1,1,1,1,1,1,1,1,6,375,"the blue car was stationary but the blue car should have avoided hitting the man. With that being said, the blue car did get rear ended so technically the red car is at fault."
1,1,1,1,1,1,1,1,7,376,The red car hit the blue car causing the blue car to hit the man. 
1,1,1,1,1,1,1,1,7,377,"The red car initiated the crash that caused the man to be hit,it was the red cars recklessness. "
1,0,0,0,1,1,1,1,9,378,"I don't know if the overlap/delay in the video is intentional or not, but it looks like I'm supposed to see the red car hit the blue car which then hits the man. This would make the red car responsible."
0,0,1,0,1,1,1,1,2,379,the blue car hit the man. I don't think the red car did anything.
0,0,1,0,1,1,1,1,1,380,"The blue car sped past the red car, and directly hit the man. The red car had been behind the man at a safe distance."
1,1,1,1,1,1,1,1,8,381,"If the red car had not hit the blue car, the blue car might have been able to stop before hitting the man."
1,1,1,1,1,1,1,1,8,382,"Well, the red car hit the blue car, pushing it into the blue, which struck the gentleman.  The blue car's driver should have been more aware."
0,0,1,0,1,1,1,1,1,383,The blue car drove past the red car and directly hit the man. The red car had nothing to do with it.
0,0,1,0,1,1,1,1,1,384,The blue car drove and hit the man..didn't even try to stop.
1,1,1,1,1,1,1,1,8,385,It appeared that the red car hit the blue car causing it to hit the  man
0,0,1,0,1,1,1,1,2,386,the blue car hit the man
1,0,0,0,1,1,1,1,2,387,"Even if the red car bumped the blue one (and I am not certain it did), the blue one ultimately hit the man. It did not appear to slow down."
1,1,1,1,1,1,1,1,7,388,The red car ran into the back of the blue car causing the man to get hit
1,1,1,1,1,1,1,1,7,389,I assumed the red was driving too fast so it was not able to stop when hit the blue and moreover it pushed the blue further and hit the man.
0,0,1,0,1,1,1,1,2,390,"The blue and red car were almost ""racing"" and the blue car went ahead and knocked the man down...I'm not sure what the two black balls mean though."
0,0,1,0,1,1,1,1,1,391,"The red car had stopped, and the blue car proceeded (around the red car, I'm assuming) past the red car, striking the man walking."
0,0,1,0,1,1,1,1,1,392,I watched the blue car hit the man. The red car was no where near the man.
1,0,0,0,1,1,1,1,6,393,The blue car started going and hit the man because of the red car
1,1,1,1,1,1,1,1,9,394,The red car drove into the blue car. The blue car would not have hit the man had it not been hit by the red.
1,1,1,1,1,1,1,1,9,395,The red car caused the blue car to hit the man.
1,1,1,1,1,1,1,1,7,396,the red car caused the accident
0,0,1,0,1,1,1,1,1,397,The blue car is the one that was the one that hit the man
